,name,location,city,country
466,utagawa_kunisada,Cento Duchy of Ferrara,Cento,Duchy
467,horace_vernet,Cento Duchy of Ferrara,Cento,Duchy
468,fritz_thaulow,Cento Duchy of Ferrara,Cento,Duchy
469,james_sant,Cento Duchy of Ferrara,Cento,Duchy
470,archibald_thorburn,Cento Duchy of Ferrara,Cento,Duchy
471,noel_halle,Cento Duchy of Ferrara,Cento,Duchy
472,giovanni_battista_baciccio_gaulli,Cento Duchy of Ferrara,Cento,Duchy
473,giovanni_battista_piranesi,Cento Duchy of Ferrara,Cento,Duchy
474,margaretha_roosenboom,Cento Duchy of Ferrara,Cento,Duchy
475,glyn_warren_philpot,Cento Duchy of Ferrara,Cento,Duchy
476,salvador_dali_inspired_by,Cento Duchy of Ferrara,Cento,Duchy
477,aby_altson,Cento Duchy of Ferrara,Cento,Duchy
478,"george_dunlop,_r.a.,_leslie",Cento Duchy of Ferrara,Cento,Duchy
479,peder_monsted,Cento Duchy of Ferrara,Cento,Duchy
480,andrea_solario,Cento Duchy of Ferrara,Cento,Duchy
481,cosimo_piero_di,Cento Duchy of Ferrara,Cento,Duchy
482,"hoefnagel,_joris",Cento Duchy of Ferrara,Cento,Duchy
483,johannes_becx,Cento Duchy of Ferrara,Cento,Duchy
484,eugene_henri_cauchois,Cento Duchy of Ferrara,Cento,Duchy
485,johann_andreas_graff,Cento Duchy of Ferrara,Cento,Duchy
486,myles_birket_foster,Cento Duchy of Ferrara,Cento,Duchy
487,philipp_otto_runge,Cento Duchy of Ferrara,Cento,Duchy
488,klavdiy_vasilievich_lebedev,Cento Duchy of Ferrara,Cento,Duchy
489,leon_augustin_lhermitte,Cento Duchy of Ferrara,Cento,Duchy
490,john_anster_fitzgerald,Cento Duchy of Ferrara,Cento,Duchy
491,william_stephen_coleman,Cento Duchy of Ferrara,Cento,Duchy
492,continental_school,Cento Duchy of Ferrara,Cento,Duchy
493,william_hodges,Cento Duchy of Ferrara,Cento,Duchy
494,james_barry,Cento Duchy of Ferrara,Cento,Duchy
495,sandro_botticelli_alessandro_filipepi,Cento Duchy of Ferrara,Cento,Duchy
496,elizabeth_stanhope_forbes,Cento Duchy of Ferrara,Cento,Duchy
497,jan_van_kessel,Cento Duchy of Ferrara,Cento,Duchy
498,juan_luna_y_novicio,Cento Duchy of Ferrara,Cento,Duchy
499,nicolas_lancret,Cento Duchy of Ferrara,Cento,Duchy
500,robert_alexander_hillingford,Cento Duchy of Ferrara,Cento,Duchy
501,"giovanni_battista_salvi,_il_sassoferrato",Cento Duchy of Ferrara,Cento,Duchy
502,giuseppe_de_nittis,Cento Duchy of Ferrara,Cento,Duchy
503,adolf_lins,Cento Duchy of Ferrara,Cento,Duchy
504,george_william_joy,Cento Duchy of Ferrara,Cento,Duchy
505,giovanni_battista_pittoni_the_younger,Cento Duchy of Ferrara,Cento,Duchy
506,alexandre_francois_desportes,Cento Duchy of Ferrara,Cento,Duchy
507,jacob_marrel,Cento Duchy of Ferrara,Cento,Duchy
508,alexei_alexeivich_harlamoff,Cento Duchy of Ferrara,Cento,Duchy
509,jules_frederic_ballavoine,Cento Duchy of Ferrara,Cento,Duchy
510,raymond_delamarre,Cento Duchy of Ferrara,Cento,Duchy
511,george_romney,Cento Duchy of Ferrara,Cento,Duchy
512,emile_munier,Cento Duchy of Ferrara,Cento,Duchy
513,alexander_pope,Cento Duchy of Ferrara,Cento,Duchy
514,yves_tanguy,Cento Duchy of Ferrara,Cento,Duchy
515,frederick_marianus_kruseman,Cento Duchy of Ferrara,Cento,Duchy
516,andre_henri_dargelas,Cento Duchy of Ferrara,Cento,Duchy
517,barbara_krafft,Cento Duchy of Ferrara,Cento,Duchy
518,hans_olaf_heyerdahl,Cento Duchy of Ferrara,Cento,Duchy
519,ralph_albert_blakelock,Cento Duchy of Ferrara,Cento,Duchy
520,jean_frédéric_bazille,Cento Duchy of Ferrara,Cento,Duchy
521,tullio_garbari,Cento Duchy of Ferrara,Cento,Duchy
522,walter_frier,Cento Duchy of Ferrara,Cento,Duchy
523,kazimir_severinovich_malevich,Cento Duchy of Ferrara,Cento,Duchy
524,"landseer,_sir_edwin",Cento Duchy of Ferrara,Cento,Duchy
525,james_holland,Cento Duchy of Ferrara,Cento,Duchy
526,maria_sibylla_merian,Cento Duchy of Ferrara,Cento,Duchy
527,grafton_tyler_brown,Cento Duchy of Ferrara,Cento,Duchy
528,fritz_von_uhde,Cento Duchy of Ferrara,Cento,Duchy
529,frederick_morgan,Cento Duchy of Ferrara,Cento,Duchy
530,georg_emil_libert,Cento Duchy of Ferrara,Cento,Duchy
531,jules_leroy,Cento Duchy of Ferrara,Cento,Duchy
532,marie_francois_firmin_girard,Cento Duchy of Ferrara,Cento,Duchy
533,nicolae_grigorescu,Cento Duchy of Ferrara,Cento,Duchy
534,karl_kaufmann,Cento Duchy of Ferrara,Cento,Duchy
535,robert_gibb,Cento Duchy of Ferrara,Cento,Duchy
536,giuseppe_maria_crespi,Cento Duchy of Ferrara,Cento,Duchy
537,utagawa_or_ando_hiroshige,Cento Duchy of Ferrara,Cento,Duchy
538,michael_sweerts,Cento Duchy of Ferrara,Cento,Duchy
539,diego_rivera,Cento Duchy of Ferrara,Cento,Duchy
540,suzanne_valadon,Cento Duchy of Ferrara,Cento,Duchy
541,"and_snyders,_f._rubens,_peter_paul",Cento Duchy of Ferrara,Cento,Duchy
542,jan_baptiste_de_landtsheer,Cento Duchy of Ferrara,Cento,Duchy
543,francesco_del_cossa,Cento Duchy of Ferrara,Cento,Duchy
544,pierre_bonnard,Cento Duchy of Ferrara,Cento,Duchy
545,ludwig_deutsch,Cento Duchy of Ferrara,Cento,Duchy
546,james_kerr_lawson,Cento Duchy of Ferrara,Cento,Duchy
547,teodor_axentowicz,Cento Duchy of Ferrara,Cento,Duchy
548,charles_ball,Cento Duchy of Ferrara,Cento,Duchy
549,jean_antoine_laurent,Cento Duchy of Ferrara,Cento,Duchy
550,john_hoppner,Cento Duchy of Ferrara,Cento,Duchy
551,christian_krohg,Cento Duchy of Ferrara,Cento,Duchy
552,john_atkinson_grimshaw,Cento Duchy of Ferrara,Cento,Duchy
553,jacopo_vignali,Cento Duchy of Ferrara,Cento,Duchy
554,sidney_starr,Cento Duchy of Ferrara,Cento,Duchy
555,gentile_da_fabriano,Fabriano Papal States,Fabriano,Papal
556,mathieu_le_nain,Fabriano Papal States,Fabriano,Papal
557,sir_edward_john_poynter,Fabriano Papal States,Fabriano,Papal
558,giacomo_favretto,Fabriano Papal States,Fabriano,Papal
559,ferdinand_bol,Fabriano Papal States,Fabriano,Papal
560,lászló_paal,Fabriano Papal States,Fabriano,Papal
561,anthonis_mor_van_dashorst,Fabriano Papal States,Fabriano,Papal
562,studio_of_clouet,Fabriano Papal States,Fabriano,Papal
563,willem_cornelisz._duyster,Fabriano Papal States,Fabriano,Papal
564,joseph_rodefer_decamp,Fabriano Papal States,Fabriano,Papal
565,andrea_del_sarto,Fabriano Papal States,Fabriano,Papal
566,paul_de_longpre,Fabriano Papal States,Fabriano,Papal
567,christian_f._schwerdt,Fabriano Papal States,Fabriano,Papal
568,cornelis_de_heem,Fabriano Papal States,Fabriano,Papal
569,richard_dadd,Fabriano Papal States,Fabriano,Papal
570,william_carse,Fabriano Papal States,Fabriano,Papal
571,aureliano_de_beruete_y_moret,Fabriano Papal States,Fabriano,Papal
572,petrus_van_schendel,Terheijden Netherlands,Terheijden,Netherlands
573,antoine_vollon,Terheijden Netherlands,Terheijden,Netherlands
574,vincenzo_camuccini,Terheijden Netherlands,Terheijden,Netherlands
575,david_james,Terheijden Netherlands,Terheijden,Netherlands
576,william_clarkson_stanfield,Terheijden Netherlands,Terheijden,Netherlands
577,gleyre_charles,Terheijden Netherlands,Terheijden,Netherlands
578,pieter_pietersz._lastman,Terheijden Netherlands,Terheijden,Netherlands
579,rené_princeteau,Terheijden Netherlands,Terheijden,Netherlands
580,léon_bonnat,Terheijden Netherlands,Terheijden,Netherlands
581,fernand_anne_piestre_cormon,Terheijden Netherlands,Terheijden,Netherlands
582,thomas_couture,Terheijden Netherlands,Terheijden,Netherlands
583,fra_filippo_lippi,Terheijden Netherlands,Terheijden,Netherlands
584,simone_peterzano,Terheijden Netherlands,Terheijden,Netherlands
585,pierre_jacques_cazes,Terheijden Netherlands,Terheijden,Netherlands
586,noel_nicolas_coypel,Terheijden Netherlands,Terheijden,Netherlands
587,charles_andré_van_loo,Terheijden Netherlands,Terheijden,Netherlands
588,edward_jakob_von_steinle,Terheijden Netherlands,Terheijden,Netherlands
589,giovanni_costa,Terheijden Netherlands,Terheijden,Netherlands
590,hubert_francois_gravelot,Terheijden Netherlands,Terheijden,Netherlands
591,claude_gillot,Terheijden Netherlands,Terheijden,Netherlands
592,claude_iii_audran,Terheijden Netherlands,Terheijden,Netherlands
593,sir_thomas_lawrence,Terheijden Netherlands,Terheijden,Netherlands
594,"hendrick_van_and_brueghel,_j._balen",Terheijden Netherlands,Terheijden,Netherlands
595,augustus_charles_pugin,Terheijden Netherlands,Terheijden,Netherlands
596,andrea_del_verrocchio,Florence Republic of Florence,Florence,Republic
597,giorgio_da_castelfranco_veneto,Florence Republic of Florence,Florence,Republic
598,carolus_duran,Florence Republic of Florence,Florence,Republic
599,charles_auguste_steuben,Florence Republic of Florence,Florence,Republic
600,théodore_géricault,Florence Republic of Florence,Florence,Republic
601,léon_cogniet,Florence Republic of Florence,Florence,Republic
602,james_baker_pyne,Florence Republic of Florence,Florence,Republic
603,jules_joseph_lefebvre,Florence Republic of Florence,Florence,Republic
604,gustave_clarence_rodolphe_boulanger,Florence Republic of Florence,Florence,Republic
605,francois_de_troy,Florence Republic of Florence,Florence,Republic
606,gustave_moreau,Florence Republic of Florence,Florence,Republic
607,cosme_tura,Florence Republic of Florence,Florence,Republic
608,ercole_de'_roberti,Florence Republic of Florence,Florence,Republic
609,antonello_da_messina_messina,Florence Republic of Florence,Florence,Republic
610,cosimo_rosselli,Florence Republic of Florence,Florence,Republic
611,carlo_cignani,Florence Republic of Florence,Florence,Republic
612,utagawa_toyohiro,Florence Republic of Florence,Florence,Republic
613,tobias_van_haecht,Florence Republic of Florence,Florence,Republic
614,adam_van_noort,Florence Republic of Florence,Florence,Republic
615,otto_van_veen,Florence Republic of Florence,Florence,Republic
